lon,k3,k2,k6,k5,k4,lat
-122.415929849548,2,1,0,0,1,37.7604330003754
-122.417028392106,2,1,0,0,1,37.7603656931573
-122.41812008649,2,1,0,0,1,37.7603012340397
-122.41577026404,2,1,0,0,1,37.7580118295123
-122.416720982004,2,1,0,0,1,37.7571677817188
-122.415929849548,2,1,0,0,1,37.7604330003754
-122.41796448376,2,1,0,0,1,37.7586968166489
-122.417812558787,2,1,0,0,1,37.7571005796428
-122.417413347097,2,1,0,0,1,37.7586764833002
-122.450929424436,0,1,2,3,2,37.7225208462244
-122.450929424436,0,1,2,3,2,37.7225208462244
-122.450929424436,0,1,2,3,2,37.7225208462244
-122.450929424436,0,1,2,3,2,37.7225208462244
-122.404304136216,2,1,3,0,1,37.7442180802683
-122.423991907438,2,1,0,0,1,37.7526959571277
-122.418108925859,2,1,0,0,1,37.7594801325769
-122.41796448376,2,1,0,0,1,37.7586968166489
-122.415929849548,2,1,0,0,1,37.7604330003754
-122.416863555609,2,1,0,0,1,37.7579459514924
-122.459564595337,0,1,2,3,2,37.7246926893786
-122.417817852676,2,1,0,0,1,37.7578884408086
-122.41796448376,2,1,0,0,1,37.7586968166489
-122.417180448635,2,1,0,0,1,37.7619674218102
-122.41796448376,2,1,0,0,1,37.7586968166489
-122.414845139206,2,1,0,0,1,37.7605000725995
-122.415929849548,2,1,0,0,1,37.7604330003754
-122.41796448376,2,1,0,0,1,37.7586968166489
-122.417812558787,2,1,0,0,1,37.7571005796428
-122.474308079894,0,1,2,3,2,37.7166425332691
-122.474308079894,0,1,2,3,2,37.7166425332691
-122.474308079894,0,1,2,3,2,37.7166425332691
-122.474308079894,0,1,2,3,2,37.7166425332691
-122.474308079894,0,1,2,3,2,37.7166425332691
-122.474308079894,0,1,2,3,2,37.7166425332691
-122.474308079894,0,1,2,3,2,37.7166425332691
-122.474308079894,0,1,2,3,2,37.7166425332691
-122.474308079894,0,1,2,3,2,37.7166425332691
-122.474308079894,0,1,2,3,2,37.7166425332691
-122.474308079894,0,1,2,3,2,37.7166425332691
-122.474308079894,0,1,2,3,2,37.7166425332691
-122.474308079894,0,1,2,3,2,37.7166425332691
-122.474308079894,0,1,2,3,2,37.7166425332691
-122.474308079894,0,1,2,3,2,37.7166425332691
-122.474308079894,0,1,2,3,2,37.7166425332691
-122.474308079894,0,1,2,3,2,37.7166425332691
-122.474308079894,0,1,2,3,2,37.7166425332691
-122.474308079894,0,1,2,3,2,37.7166425332691
-122.474308079894,0,1,2,3,2,37.7166425332691
-122.474308079894,0,1,2,3,2,37.7166425332691
-122.474308079894,0,1,2,3,2,37.7166425332691
-122.474308079894,0,1,2,3,2,37.7166425332691
-122.474308079894,0,1,2,3,2,37.7166425332691
-122.474308079894,0,1,2,3,2,37.7166425332691
-122.474308079894,0,1,2,3,2,37.7166425332691
-122.410699657634,1,0,4,1,0,37.7869881885308
-122.416078423909,2,1,0,0,1,37.7620347866519
-122.41277729699,1,0,1,1,0,37.7868343892701
-122.392004361988,2,1,3,0,1,37.7374889451827
-122.475285070076,0,1,2,3,2,37.7162577964485
-122.414390137578,1,0,1,1,0,37.7885452792081
-122.407114491118,1,0,4,1,0,37.7899019822508
-122.405941469147,1,0,4,1,0,37.7904631779771
-122.405283980519,1,0,4,1,0,37.7965510480789
-122.411747371924,1,0,4,1,0,37.7859988323798
-122.414457764634,1,0,1,1,0,37.7765080370233
-122.406539115148,2,1,0,0,1,37.7564864109309
-122.406539115148,2,1,0,0,1,37.7564864109309
-122.409686191837,1,0,4,1,0,37.7862042105295
-122.409756223507,1,0,4,1,0,37.7869126924267
-122.409756223507,1,0,4,1,0,37.7869126924267
-122.409876622532,1,0,4,1,0,37.787148807979
-122.405832474482,1,0,4,1,0,37.7857446545609
-122.408201657254,1,0,4,1,0,37.7868849113107
-122.408231026261,1,0,4,1,0,37.787359494956
-122.41796448376,2,1,0,0,1,37.7586968166489
-122.415781281593,2,1,0,0,1,37.7588312134679
-122.415929849548,2,1,0,0,1,37.7604330003754
-122.415629332446,2,1,0,0,1,37.757232227914
-122.422062730264,1,0,1,4,0,37.7899200014841
-122.422062730264,1,0,1,4,0,37.7899200014841
-122.422062730264,1,0,1,4,0,37.7899200014841
-122.422062730264,1,0,1,4,0,37.7899200014841
-122.422062730264,1,0,1,4,0,37.7899200014841
-122.422062730264,1,0,1,4,0,37.7899200014841
-122.422062730264,1,0,1,4,0,37.7899200014841
-122.422062730264,1,0,1,4,0,37.7899200014841
-122.422062730264,1,0,1,4,0,37.7899200014841
-122.422062730264,1,0,1,4,0,37.7899200014841
-122.409888227377,1,0,1,4,0,37.8060255339956
-122.409876622532,1,0,4,1,0,37.787148807979
-122.408040474858,1,0,4,1,0,37.7864094033618
-122.409055191364,1,0,4,1,0,37.7871979591062
-122.409876622532,1,0,4,1,0,37.787148807979
-122.408519707346,1,0,4,1,0,37.7864044708209
-122.408040474858,1,0,4,1,0,37.7864094033618
-122.407244087032,1,0,4,1,0,37.7865647607685
-122.407854234538,1,0,4,1,0,37.7854922044602
-122.409686191837,1,0,4,1,0,37.7862042105295
-122.409876622532,1,0,4,1,0,37.787148807979
-122.41796448376,2,1,0,0,1,37.7586968166489
-122.408231026261,1,0,4,1,0,37.787359494956
-122.409686191837,1,0,4,1,0,37.7862042105295
-122.408201657254,1,0,4,1,0,37.7868849113107
-122.408040474858,1,0,4,1,0,37.7864094033618
-122.409876622532,1,0,4,1,0,37.787148807979
-122.409686191837,1,0,4,1,0,37.7862042105295
-122.408231026261,1,0,4,1,0,37.787359494956
-122.411518820359,1,0,4,1,0,37.7869408998805
-122.417955821717,2,1,0,0,1,37.7578801214437
-122.408040474858,1,0,4,1,0,37.7864094033618
-122.409055191364,1,0,4,1,0,37.7871979591062
-122.418221946229,2,1,0,0,1,37.7481664083985
-122.418221946229,2,1,0,0,1,37.7481664083985
-122.502148728509,0,1,5,2,3,37.7755496261634
-122.41931732407,1,0,1,4,0,37.7879136979106
-122.41420144235,1,0,1,1,0,37.7876109394648
-122.40539653724,1,0,4,1,0,37.7935249040335
-122.412782236976,1,0,1,4,0,37.8056654684523
-122.409876622532,1,0,4,1,0,37.787148807979
-122.38685178392,2,1,3,0,1,37.7175091051709
-122.416708153993,2,1,0,0,1,37.7684715664092
-122.416708153993,2,1,0,0,1,37.7684715664092
-122.422188261426,2,1,0,0,1,37.7726948236861
-122.401207221713,2,1,3,0,1,37.7220290973119
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.419208249507,2,1,0,0,1,37.7602340753605
-122.41796448376,2,1,0,0,1,37.7586968166489
-122.400816275984,1,0,4,1,0,37.7888170040158
-122.506470085569,0,1,5,2,3,37.760345451726
-122.41799760821,1,0,1,1,0,37.7769551138436
-122.417273344939,1,0,1,4,0,37.7861493947594
-122.40482801879,1,0,4,1,0,37.7897596938342
-122.403891536014,1,0,4,1,0,37.7987153189882
-122.417028392106,2,1,0,0,1,37.7603656931573
-122.448307079193,0,1,2,3,2,37.7356506398948
-122.448307079193,0,1,2,3,2,37.7356506398948
-122.448307079193,0,1,2,3,2,37.7356506398948
-122.408550681867,1,0,4,1,0,37.7773885566219
-122.408550681867,1,0,4,1,0,37.7773885566219
-122.41796448376,2,1,0,0,1,37.7586968166489
-122.477550339518,0,1,5,2,3,37.7617306685222
-122.477550339518,0,1,5,2,3,37.7617306685222
-122.477550339518,0,1,5,2,3,37.7617306685222
-122.421733767763,2,1,0,0,1,37.7632996945938
-122.46851080102,0,1,2,3,2,37.7197169663465
-122.461346511027,0,0,5,2,3,37.7774104345191
-122.495731177017,0,0,5,2,3,37.7758429042134
-122.490944359836,0,1,5,2,3,37.7535477247351
-122.481309336551,0,1,5,2,3,37.7540822450477
-122.481309336551,0,1,5,2,3,37.7540822450477
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.41812008649,2,1,0,0,1,37.7603012340397
-122.504206336399,0,1,5,2,3,37.7501922191992
-122.504206336399,0,1,5,2,3,37.7501922191992
-122.403404791479,2,0,4,1,1,37.775420706711
-122.41796448376,2,1,0,0,1,37.7586968166489
-122.485038730456,0,1,5,2,3,37.7612911364242
-122.485038730456,0,1,5,2,3,37.7612911364242
-122.485038730456,0,1,5,2,3,37.7612911364242
-122.40539653724,1,0,4,1,0,37.7935249040335
-122.412857126524,1,0,1,1,0,37.7855804361702
-122.416032976503,1,0,1,4,0,37.7883351248181
-122.439329634936,1,0,1,4,0,37.7819788533568
-122.392925908483,1,0,4,1,0,37.7909162093657
-122.483904120247,0,1,2,3,2,37.7184872987286
-122.418368839165,1,0,1,4,0,37.7874861572271
-122.472707844576,0,0,5,2,3,37.7777528844693
-122.397744427103,2,1,3,0,1,37.7299346936044
-122.397388784826,1,0,4,1,0,37.7825543452426
-122.417812558787,2,1,0,0,1,37.7571005796428
-122.422062730264,1,0,1,4,0,37.7899200014841
-122.422062730264,1,0,1,4,0,37.7899200014841
-122.422062730264,1,0,1,4,0,37.7899200014841
-122.422062730264,1,0,1,4,0,37.7899200014841
-122.422062730264,1,0,1,4,0,37.7899200014841
-122.422062730264,1,0,1,4,0,37.7899200014841
-122.422062730264,1,0,1,4,0,37.7899200014841
-122.422062730264,1,0,1,4,0,37.7899200014841
-122.422062730264,1,0,1,4,0,37.7899200014841
-122.422062730264,1,0,1,4,0,37.7899200014841
-122.422062730264,1,0,1,4,0,37.7899200014841
-122.422062730264,1,0,1,4,0,37.7899200014841
-122.422062730264,1,0,1,4,0,37.7899200014841
-122.422062730264,1,0,1,4,0,37.7899200014841
-122.422062730264,1,0,1,4,0,37.7899200014841
-122.422062730264,1,0,1,4,0,37.7899200014841
-122.422062730264,1,0,1,4,0,37.7899200014841
-122.422062730264,1,0,1,4,0,37.7899200014841
-122.422062730264,1,0,1,4,0,37.7899200014841
-122.422062730264,1,0,1,4,0,37.7899200014841
-122.422062730264,1,0,1,4,0,37.7899200014841
-122.439819026647,0,1,2,3,2,37.714105192098
-122.413797083413,2,1,0,0,1,37.760274035239
-122.417970955091,2,1,0,0,1,37.7594884557036
-122.403404791479,2,0,4,1,1,37.775420706711
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.41156959248,2,1,0,0,1,37.7582649135041
-122.41156959248,2,1,0,0,1,37.7582649135041
-122.412457953057,2,1,3,3,2,37.7147347356846
-122.432171559555,2,1,3,3,2,37.7223498379767
-122.509644693774,0,1,5,2,3,37.7752065367343
-122.419561596094,2,1,0,0,1,37.7632161069131
-122.422435540294,1,0,1,4,0,37.7917625983936
-122.41796448376,2,1,0,0,1,37.7586968166489
-122.410699657634,1,0,4,1,0,37.7869881885308
-122.410699657634,1,0,4,1,0,37.7869881885308
-122.410699657634,1,0,4,1,0,37.7869881885308
-122.410699657634,1,0,4,1,0,37.7869881885308
-122.410699657634,1,0,4,1,0,37.7869881885308
-122.410699657634,1,0,4,1,0,37.7869881885308
-122.410699657634,1,0,4,1,0,37.7869881885308
-122.410699657634,1,0,4,1,0,37.7869881885308
-122.410699657634,1,0,4,1,0,37.7869881885308
-122.410699657634,1,0,4,1,0,37.7869881885308
-122.410699657634,1,0,4,1,0,37.7869881885308
-122.421701514338,2,1,0,0,1,37.7736412159642
-122.417812558787,2,1,0,0,1,37.7571005796428
-122.40482801879,1,0,4,1,0,37.7897596938342
-122.404195424821,1,0,4,1,0,37.7912255174119
-122.417180448635,2,1,0,0,1,37.7619674218102
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.414845139206,2,1,0,0,1,37.7605000725995
-122.417955821717,2,1,0,0,1,37.7578801214437
-122.415921585459,2,1,0,0,1,37.7596123168685
-122.41799760821,1,0,1,1,0,37.7769551138436
-122.470190415901,0,0,5,2,3,37.7808757916602
-122.426508142005,1,0,1,4,0,37.7859342571796
-122.411747371924,1,0,4,1,0,37.7859988323798
-122.407114491118,1,0,4,1,0,37.7899019822508
-122.405941469147,1,0,4,1,0,37.7904631779771
-122.388379873919,1,0,4,1,0,37.7833104067015
-122.388379873919,1,0,4,1,0,37.7833104067015
-122.388379873919,1,0,4,1,0,37.7833104067015
-122.388379873919,1,0,4,1,0,37.7833104067015
-122.388379873919,1,0,4,1,0,37.7833104067015
-122.388379873919,1,0,4,1,0,37.7833104067015
-122.388379873919,1,0,4,1,0,37.7833104067015
-122.388379873919,1,0,4,1,0,37.7833104067015
-122.403404791479,2,0,4,1,1,37.775420706711
-122.403404791479,2,0,4,1,1,37.775420706711
-122.388379873919,1,0,4,1,0,37.7833104067015
-122.388379873919,1,0,4,1,0,37.7833104067015
-122.388379873919,1,0,4,1,0,37.7833104067015
-122.388379873919,1,0,4,1,0,37.7833104067015
-122.388379873919,1,0,4,1,0,37.7833104067015
-122.388379873919,1,0,4,1,0,37.7833104067015
-122.417817852676,2,1,0,0,1,37.7578884408086
-122.410699657634,1,0,4,1,0,37.7869881885308
-122.410699657634,1,0,4,1,0,37.7869881885308
-122.410699657634,1,0,4,1,0,37.7869881885308
-122.417955821717,2,1,0,0,1,37.7578801214437
-122.409660751795,1,0,4,1,0,37.7864394524764
-122.466204667893,0,1,5,2,3,37.7725405391593
-122.403404791479,2,0,4,1,1,37.775420706711
-122.490170246651,0,1,5,2,3,37.7424682353625
-122.481592052499,0,1,5,2,3,37.7427355500502
-122.504883710633,0,1,5,2,3,37.7530422085728
-122.469628050956,0,0,5,2,3,37.7817199969291
-122.441811628041,1,0,1,4,0,37.7990019436809
-122.475484629626,0,1,2,2,3,37.7383655655476
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.45886061567,0,0,5,2,3,37.7812550935484
-122.415781281593,2,1,0,0,1,37.7588312134679
-122.41796448376,2,1,0,0,1,37.7586968166489
-122.478349616026,0,1,5,2,3,37.7513339691629
-122.41796448376,2,1,0,0,1,37.7586968166489
-122.408648588965,1,0,4,1,0,37.7849124714135
-122.436194484896,2,1,2,3,2,37.7227270383576
-122.408384275542,1,0,4,1,0,37.7878271137225
-122.408384275542,1,0,4,1,0,37.7878271137225
-122.408384275542,1,0,4,1,0,37.7878271137225
-122.471250258649,0,0,5,2,3,37.7805788608783
-122.406981046967,1,0,4,1,0,37.7946373197462
-122.404767635853,1,0,4,1,0,37.7946646538154
-122.403904788667,1,0,4,1,0,37.7941711832627
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.423682814338,1,0,1,4,0,37.7962046209564
-122.423682814338,1,0,1,4,0,37.7962046209564
-122.410699657634,1,0,4,1,0,37.7869881885308
-122.410699657634,1,0,4,1,0,37.7869881885308
-122.410699657634,1,0,4,1,0,37.7869881885308
-122.418738265772,2,1,0,0,1,37.7546172382083
-122.41812008649,2,1,0,0,1,37.7603012340397
-122.417028392106,2,1,0,0,1,37.7603656931573
-122.385001533619,2,1,3,0,1,37.7330708173682
-122.416720982004,2,1,0,0,1,37.7571677817188
-122.416472035359,2,1,0,0,1,37.7603453746291
-122.417970955091,2,1,0,0,1,37.7594884557036
-122.415929849548,2,1,0,0,1,37.7604330003754
-122.410699657634,1,0,4,1,0,37.7869881885308
-122.410699657634,1,0,4,1,0,37.7869881885308
-122.410699657634,1,0,4,1,0,37.7869881885308
-122.410699657634,1,0,4,1,0,37.7869881885308
-122.410699657634,1,0,4,1,0,37.7869881885308
-122.410699657634,1,0,4,1,0,37.7869881885308
-122.410699657634,1,0,4,1,0,37.7869881885308
-122.410699657634,1,0,4,1,0,37.7869881885308
-122.410699657634,1,0,4,1,0,37.7869881885308
-122.410699657634,1,0,4,1,0,37.7869881885308
-122.410699657634,1,0,4,1,0,37.7869881885308
-122.410699657634,1,0,4,1,0,37.7869881885308
-122.410699657634,1,0,4,1,0,37.7869881885308
-122.410699657634,1,0,4,1,0,37.7869881885308
-122.410699657634,1,0,4,1,0,37.7869881885308
-122.410699657634,1,0,4,1,0,37.7869881885308
-122.410699657634,1,0,4,1,0,37.7869881885308
-122.410699657634,1,0,4,1,0,37.7869881885308
-122.410699657634,1,0,4,1,0,37.7869881885308
-122.410699657634,1,0,4,1,0,37.7869881885308
-122.410699657634,1,0,4,1,0,37.7869881885308
-122.410699657634,1,0,4,1,0,37.7869881885308
-122.410699657634,1,0,4,1,0,37.7869881885308
-122.410699657634,1,0,4,1,0,37.7869881885308
-122.410699657634,1,0,4,1,0,37.7869881885308
-122.410699657634,1,0,4,1,0,37.7869881885308
-122.410699657634,1,0,4,1,0,37.7869881885308
-122.410699657634,1,0,4,1,0,37.7869881885308
-122.410699657634,1,0,4,1,0,37.7869881885308
-122.410699657634,1,0,4,1,0,37.7869881885308
-122.410699657634,1,0,4,1,0,37.7869881885308
-122.410699657634,1,0,4,1,0,37.7869881885308
-122.410699657634,1,0,4,1,0,37.7869881885308
-122.410699657634,1,0,4,1,0,37.7869881885308
-122.410699657634,1,0,4,1,0,37.7869881885308
-122.410699657634,1,0,4,1,0,37.7869881885308
-122.410699657634,1,0,4,1,0,37.7869881885308
-122.408595110869,1,0,4,1,0,37.7837069301545
-122.445217147539,1,0,1,4,0,37.7827388378288
-122.404079633627,2,1,3,0,1,37.7108555177775
-122.41185703254,1,0,1,1,0,37.7883235449904
-122.40482801879,1,0,4,1,0,37.7897596938342
-122.395565262125,2,1,0,0,1,37.7626384173116
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
-122.400916029025,1,0,4,1,0,37.7854574902997
